carat,table,x,y,z,cut_Ideal,cut_Premium,color_E,color_I,clarity_SI2,clarity_VVS1,price
1.0,60.0,6.02,5.94,4.08,False,False,False,False,False,False,3833.0
1.17,68.0,6.91,6.84,4.07,False,False,False,True,True,False,3833.0
1.0,56.0,6.16,6.11,4.23,True,False,False,False,False,False,3833.0
1.23,60.6,6.79,6.85,4.22,False,False,False,False,False,False,3835.0
1.0,61.0,6.36,6.45,3.97,False,False,False,False,False,False,3835.0
1.0,56.0,6.21,6.27,4.07,False,False,False,True,False,False,3836.0
0.91,56.0,6.06,6.09,3.88,False,False,False,False,True,False,3837.0
0.77,57.0,5.93,5.96,3.63,True,False,False,False,False,False,3837.0
0.83,55.0,5.98,6.02,3.74,True,False,True,False,False,False,3837.0
0.91,58.0,5.95,5.97,3.98,False,False,False,False,False,False,3837.0
0.7,57.0,6.33,6.24,4.1,False,False,False,False,True,False,3837.0
1.01,58.0,6.5,6.47,0.0,False,True,False,False,True,False,3837.0
0.93,61.0,6.33,6.39,3.77,False,False,False,False,False,False,3838.0
1.02,64.0,6.36,6.32,3.98,False,False,True,False,True,False,3838.0
0.71,56.0,5.76,5.81,3.53,True,False,False,False,False,False,3838.0
1.02,59.0,6.28,6.22,4.08,False,False,True,False,True,False,3838.0
1.12,60.0,6.59,6.56,4.23,False,False,False,True,True,False,3838.0
1.12,60.0,6.7,5.71,4.07,False,True,False,False,True,False,3838.0
1.02,60.0,6.47,6.42,3.96,False,True,False,False,False,False,3838.0
0.9,62.0,6.09,6.0,3.81,False,True,False,False,False,False,3838.0
0.81,57.0,5.9,5.95,3.72,False,False,True,False,False,False,3839.0
1.02,62.0,6.6,6.62,3.8,False,False,False,False,True,False,3839.0
0.93,58.0,6.11,6.14,3.95,False,False,False,False,True,False,3839.0
0.7,55.0,5.64,5.68,3.53,True,False,False,False,False,False,3840.0
0.9,60.0,6.14,6.17,3.77,False,False,False,False,False,False,3841.0
0.9,58.0,6.14,6.18,3.82,False,False,False,False,False,False,3841.0
0.9,59.0,6.1,6.14,3.84,False,True,False,False,False,False,3841.0
0.9,56.0,6.16,5.71,3.88,True,False,False,False,False,False,2401.0
0.9,57.0,6.29,6.25,3.7,False,True,False,False,False,False,3841.0
0.83,58.0,6.04,6.07,3.73,True,False,False,False,False,False,3841.0
0.9,61.0,6.32,6.28,3.77,False,False,False,False,True,False,3842.0
0.9,56.0,6.11,6.15,3.85,False,False,False,False,False,False,3842.0
0.74,56.0,5.83,5.86,3.59,True,False,False,False,False,False,3842.0
1.06,60.0,6.65,6.71,3.92,False,False,False,True,True,False,3842.0
1.02,65.0,6.59,6.54,3.87,False,False,False,False,True,False,3842.0
0.91,60.0,6.24,6.19,3.82,False,True,True,False,False,False,3842.0
0.92,61.0,6.29,6.38,3.82,False,False,False,False,True,False,3843.0
0.9,58.0,6.09,6.15,3.83,False,False,False,True,False,False,3844.0
1.04,60.0,6.76,6.72,3.87,False,False,False,False,False,False,3844.0
0.91,57.0,6.28,6.22,3.81,True,False,False,False,True,False,3844.0
0.93,55.0,6.32,6.29,3.91,True,False,False,False,False,False,3844.0
0.74,56.0,5.7,5.87,3.6,True,False,False,False,False,False,3845.0
0.91,60.0,5.7,6.3,3.74,False,True,False,False,True,False,3845.0
0.91,59.0,6.28,6.25,3.81,False,True,False,False,True,False,3845.0
1.11,58.0,6.48,6.57,4.15,False,False,False,False,False,False,3846.0
0.83,56.0,5.96,5.99,3.79,True,False,False,False,False,True,3846.0
0.91,60.0,6.14,6.1,3.77,False,True,True,False,True,False,3846.0
1.01,58.0,6.46,6.41,3.97,False,True,False,False,True,False,3846.0
1.08,55.0,6.53,6.5,4.13,False,False,False,False,True,False,3847.0
0.9,59.0,6.04,6.01,3.89,False,False,False,False,True,False,3847.0
1.06,58.0,6.59,6.55,4.04,False,True,False,True,True,False,3847.0
0.91,59.0,6.17,6.21,3.88,False,True,False,False,True,False,3848.0
0.91,57.0,6.14,6.22,3.85,False,False,False,False,True,False,3848.0
0.91,58.0,6.04,6.09,3.87,False,False,False,False,True,False,3848.0
0.9,58.0,6.08,6.12,3.88,False,False,False,False,False,False,3848.0
1.08,55.0,6.58,6.61,4.08,True,False,False,True,True,False,3849.0
0.72,57.0,5.72,5.75,3.55,True,False,False,False,False,False,3849.0
1.0,58.0,6.28,6.32,4.02,False,False,False,True,False,False,3850.0
1.0,61.0,6.29,6.33,4.0,False,False,False,False,True,False,3850.0
1.0,57.0,6.44,6.48,3.89,False,False,False,False,True,False,3850.0
1.0,59.0,6.38,6.42,3.92,False,True,False,False,True,False,3850.0
0.6,55.0,5.38,5.4,3.36,True,False,False,False,False,True,3850.0
0.7,62.0,6.06,6.02,3.8,False,True,False,False,False,False,3850.0
1.01,55.0,6.43,6.46,3.99,False,False,False,False,True,False,3852.0
1.01,58.0,6.31,6.35,4.03,False,False,False,False,True,False,3852.0
1.01,57.0,6.3,6.34,3.53,False,False,False,False,True,False,3852.0
1.01,57.0,6.32,6.37,4.02,False,False,False,False,True,False,3852.0
0.81,56.0,5.97,6.0,3.71,True,False,False,False,False,False,3852.0
1.01,57.0,6.57,6.63,3.88,False,False,False,False,False,False,3853.0
0.91,59.0,6.16,6.13,3.88,False,False,False,False,False,False,3853.0
0.91,60.0,6.29,6.25,3.74,False,True,False,False,False,False,3853.0
1.0,57.0,6.42,6.35,3.94,False,True,False,False,True,False,3853.0
0.92,59.0,6.21,6.26,3.87,False,False,False,False,True,False,3854.0
0.92,58.0,6.19,6.23,3.84,False,True,False,False,True,False,3854.0
0.9,60.0,6.19,6.22,3.83,False,False,False,False,False,False,3854.0
1.11,59.0,6.8,6.76,4.02,False,True,False,False,True,False,3854.0
0.91,57.0,6.3,6.26,3.81,True,False,False,False,True,False,3854.0
0.92,57.0,6.3,6.29,3.81,True,False,False,False,True,False,3854.0
0.91,59.0,6.36,6.4,3.71,False,False,False,False,False,False,3855.0
0.91,60.0,6.08,6.04,3.9,False,False,False,False,False,False,3855.0
0.73,56.0,5.72,5.75,3.57,False,False,False,False,False,False,3856.0
0.71,57.0,5.7,5.81,3.53,True,False,False,False,False,False,3856.0
0.93,55.0,6.23,6.29,3.91,True,False,False,True,False,False,3856.0
1.01,58.0,6.14,6.23,4.0,False,False,False,False,True,False,3856.0
1.02,59.0,6.51,6.46,3.97,True,False,False,True,True,False,3856.0
1.02,58.0,6.44,6.39,4.04,True,False,False,False,False,False,3856.0
1.02,54.0,6.46,6.43,4.05,True,False,False,False,False,False,3856.0
1.02,58.0,6.5,6.44,4.0,False,True,False,False,False,False,3856.0
1.02,59.0,6.45,6.42,3.99,False,True,False,True,True,False,3856.0
1.02,56.0,6.4,6.37,4.06,False,False,False,True,True,False,3856.0
1.02,57.0,6.57,6.54,3.98,True,False,False,True,True,False,3856.0
0.9,59.0,6.24,6.21,3.76,False,True,True,False,True,False,3856.0
0.9,59.0,6.26,6.18,3.83,False,True,False,False,True,False,3856.0
1.01,59.0,6.49,6.51,3.86,False,False,True,False,True,False,3857.0
1.02,58.0,6.37,6.43,4.0,False,False,False,False,False,False,3857.0
0.7,55.0,6.37,6.32,4.03,False,False,False,False,False,False,3858.0
1.0,62.0,6.53,6.45,3.91,False,True,False,False,True,False,3858.0
1.0,60.0,6.62,6.58,3.74,False,False,False,False,True,False,3858.0
0.74,56.0,5.79,5.82,3.59,True,False,False,False,False,False,3858.0
1.0,54.0,6.39,6.35,3.99,True,False,False,True,False,False,3858.0
1.0,58.0,6.36,6.32,3.91,False,True,False,False,True,False,3858.0
0.96,57.0,6.35,6.3,3.9,True,False,False,False,True,False,3858.0
1.0,65.0,6.58,6.43,3.9,False,False,False,False,True,False,3858.0
1.0,62.0,6.49,6.43,3.83,False,True,False,False,True,False,3858.0
1.0,58.0,6.47,6.44,3.9,False,True,False,False,True,False,3858.0
1.0,64.0,6.36,6.29,3.76,False,False,False,False,True,False,3858.0
0.9,61.0,5.97,6.01,3.83,False,False,False,False,False,False,3859.0
0.8,56.0,5.7,6.01,3.67,True,False,False,False,False,False,3860.0
1.0,63.0,6.43,6.5,3.86,False,False,False,False,True,False,3860.0
1.04,59.0,6.46,6.52,4.03,False,True,False,True,True,False,3861.0
1.08,60.0,6.43,6.39,4.16,False,False,True,False,True,False,3861.0
1.04,59.0,6.57,6.49,4.06,False,True,False,False,True,False,3861.0
1.14,59.0,6.8,6.74,4.09,False,True,False,False,True,False,3861.0
0.79,55.0,5.97,5.9,3.69,True,False,True,False,False,False,3861.0
0.94,59.0,6.34,6.41,3.76,False,False,False,False,True,False,3862.0
1.21,55.0,6.49,6.42,4.49,False,False,False,False,False,False,3862.0
1.21,56.0,6.69,6.59,4.36,False,False,False,False,True,False,3862.0
0.9,55.0,6.18,6.22,3.9,False,False,True,False,False,False,3863.0
0.9,57.0,6.08,6.12,3.88,False,False,True,False,False,False,3863.0
0.91,56.0,6.19,6.22,3.85,True,False,False,False,False,False,3863.0
1.0,61.0,6.31,6.27,3.84,False,True,False,False,True,False,3864.0
0.78,55.0,5.87,5.97,3.68,True,False,False,False,False,False,3864.0
1.12,57.0,6.66,6.6,4.04,True,False,True,False,True,False,3864.0
0.76,56.0,5.85,5.71,3.62,True,False,True,False,False,False,3864.0
1.12,63.0,6.65,5.71,4.03,False,False,False,False,True,False,3864.0
1.0,54.0,6.2,6.16,3.53,False,False,False,False,True,False,3864.0
1.0,61.0,6.4,6.36,3.8,False,True,False,False,False,False,3864.0
1.19,57.0,6.93,6.83,4.15,True,False,False,False,False,False,3864.0
0.92,61.0,6.36,6.29,3.75,False,True,False,False,True,False,3864.0
1.5,59.0,7.29,7.18,4.62,False,False,False,False,False,False,3864.0
1.17,59.0,7.02,6.95,4.01,False,False,False,False,True,False,3866.0
0.9,58.0,6.13,6.18,3.87,True,False,False,True,False,False,3867.0
0.9,56.0,6.14,6.19,3.85,True,False,False,True,False,False,3867.0
0.9,57.0,6.12,6.17,3.83,False,False,True,False,False,False,3868.0
1.01,59.0,6.27,6.23,4.03,False,False,False,False,False,False,3869.0
1.01,61.0,6.23,6.18,4.05,False,False,False,False,False,False,3869.0
1.01,57.0,6.47,6.37,3.99,False,True,False,False,False,False,3869.0
1.01,58.0,6.43,6.34,4.01,False,True,False,False,False,False,3869.0
0.94,57.0,6.27,6.25,3.92,False,True,False,False,True,False,3869.0
0.85,60.0,6.09,6.14,3.68,False,False,True,False,False,False,3871.0
1.2,60.0,6.78,6.71,4.2,False,True,True,False,False,False,3871.0
1.01,65.0,6.34,6.3,3.93,True,False,False,False,False,False,3871.0
0.96,57.0,6.32,6.27,3.91,True,False,False,False,True,False,3871.0
0.9,57.0,6.17,6.23,3.86,True,False,False,False,True,False,3871.0
0.96,54.0,6.24,6.19,3.96,False,False,False,False,False,False,3871.0
1.01,57.0,6.31,6.27,4.07,False,False,False,False,True,False,3871.0
0.96,61.0,6.42,6.36,3.78,False,True,False,False,True,False,3871.0
0.9,57.0,6.09,6.12,3.87,False,False,False,True,False,True,3872.0
1.1,56.0,6.59,6.63,4.09,True,False,True,False,False,False,3872.0
0.7,53.4,5.7,5.82,3.61,False,False,True,False,False,False,3872.0
0.9,58.0,6.31,6.35,3.76,False,False,True,False,True,False,3872.0
0.89,56.0,6.15,6.19,3.81,True,False,True,False,True,False,3872.0
0.92,56.0,6.19,6.23,3.9,False,False,False,False,True,False,3873.0
0.98,54.0,6.35,6.39,3.99,True,False,False,True,True,False,3873.0
0.87,59.0,6.2,6.16,3.7,False,True,False,False,False,False,3873.0
0.72,56.0,5.74,5.77,3.57,True,False,True,False,False,False,3874.0
1.12,57.0,6.73,6.8,4.08,True,False,False,False,False,False,3874.0
1.01,58.0,6.5,6.46,3.96,False,True,False,True,True,False,3874.0
1.0,59.0,6.24,6.29,3.96,False,False,False,False,True,False,3874.0
1.02,63.0,6.49,6.46,3.8,False,False,False,False,True,False,3875.0
0.9,61.0,6.01,5.98,3.91,False,False,True,False,False,False,3875.0
0.96,60.0,6.4,6.47,3.9,False,True,False,True,False,False,3876.0
0.91,59.0,6.1,6.16,3.53,False,False,True,False,True,False,3876.0
1.03,59.0,6.3,5.71,4.1,False,False,True,False,True,False,3876.0
1.03,61.0,6.49,6.45,3.99,False,True,True,False,True,False,3876.0
1.0,58.0,6.49,6.52,3.95,False,True,False,False,False,False,3877.0
0.92,59.0,6.39,6.28,3.76,False,True,False,False,True,False,3877.0
0.71,59.0,5.73,5.69,3.45,False,True,False,False,False,False,2401.0
0.9,61.0,6.14,6.21,3.78,True,False,False,False,False,False,3878.0
0.9,63.0,6.1,6.14,3.77,False,False,False,False,False,False,3878.0
0.7,61.0,6.05,6.14,3.84,False,False,False,False,False,False,3878.0
0.9,58.0,6.13,6.17,3.86,False,False,False,False,False,False,3878.0
1.0,55.0,6.25,6.33,4.02,False,False,False,False,True,False,3878.0
1.0,57.0,6.4,6.46,3.89,False,False,False,True,False,False,3878.0
0.95,60.0,6.39,6.37,3.83,False,True,False,True,False,False,3878.0
0.91,58.0,6.3,6.35,3.8,False,False,False,False,False,False,3879.0
1.02,60.0,6.35,6.4,4.02,False,False,False,False,False,False,3879.0
0.75,56.0,5.78,5.82,3.61,True,False,False,False,False,False,3879.0
0.9,60.0,6.17,6.12,3.75,False,True,False,False,False,False,3879.0
0.9,59.0,6.27,6.23,3.76,False,True,False,False,False,False,3879.0
0.74,55.0,5.85,5.82,3.59,True,False,False,False,False,False,3879.0
0.9,61.0,6.12,6.18,3.81,False,False,False,True,False,False,3880.0
0.9,63.0,6.04,6.13,3.8,False,False,False,False,False,False,3880.0
0.9,60.0,6.14,6.2,3.83,False,False,False,False,False,False,3880.0
0.9,54.0,6.18,6.25,3.83,False,False,False,False,False,False,3880.0
0.93,60.0,6.24,6.3,3.81,False,False,False,False,False,False,3880.0
1.2,62.0,6.9,6.95,4.13,False,False,False,False,True,False,3880.0
1.12,61.0,6.5,6.54,4.15,False,False,False,False,False,False,3880.0
1.0,56.0,6.3,6.36,4.01,False,False,True,False,True,False,3880.0
0.71,56.0,5.72,5.74,3.54,True,False,False,False,False,True,3880.0
0.82,54.0,5.99,6.03,3.72,True,False,False,False,False,False,3880.0
0.73,55.0,5.86,5.8,3.57,True,False,False,False,False,False,3880.0
1.26,60.0,6.7,6.62,4.32,False,False,False,False,True,False,3881.0
0.9,59.0,6.12,6.07,3.88,False,False,False,False,False,False,3881.0
0.9,62.0,6.11,6.08,3.81,False,True,False,False,False,False,3881.0
0.9,60.0,6.14,6.1,3.83,False,True,False,False,False,False,3881.0
0.9,61.0,6.13,6.09,3.86,False,False,False,False,False,False,3881.0
0.9,58.0,6.18,6.12,3.88,False,False,False,False,False,False,3881.0
1.0,62.0,6.55,6.52,3.88,True,False,False,False,False,False,3881.0
1.05,64.0,6.74,6.67,3.88,True,False,False,False,False,False,3881.0
1.0,57.0,6.47,6.43,3.93,True,False,False,True,True,False,3881.0
0.9,58.0,6.11,6.09,3.88,False,False,False,False,False,False,3881.0
0.9,57.0,6.23,6.15,3.86,True,False,False,False,True,False,3881.0
0.91,63.0,6.1,6.03,3.8,False,False,False,False,False,False,3881.0
0.91,62.0,6.2,6.14,3.65,False,True,False,False,False,False,3881.0
1.0,62.0,6.55,6.52,3.88,False,True,False,False,False,False,3881.0
1.11,58.0,6.57,6.53,4.17,False,False,False,True,True,False,3882.0
1.09,54.0,6.69,6.62,4.1,True,False,False,False,True,False,3882.0
1.13,60.0,6.83,6.78,3.97,False,True,False,False,True,False,3883.0
1.29,57.0,6.89,6.87,4.37,False,False,False,False,True,False,3884.0
0.91,57.0,6.16,6.21,3.87,True,False,False,False,False,False,3884.0
0.91,57.0,6.12,6.17,3.82,False,False,False,False,False,False,3884.0
0.9,64.0,6.26,6.28,3.64,False,False,True,False,False,False,3884.0
1.02,58.0,6.28,6.24,3.99,False,False,False,False,True,False,3884.0
0.8,55.0,5.92,5.88,3.68,True,False,False,False,False,False,3884.0
0.8,54.0,5.99,5.95,3.68,True,False,False,False,False,False,3884.0
0.95,57.0,6.29,6.22,3.89,True,False,False,True,False,False,3884.0
0.97,56.0,6.37,6.32,3.92,True,False,False,False,False,False,3884.0
1.01,60.0,6.34,6.37,3.93,False,False,False,True,True,False,3885.0
0.91,55.0,6.18,6.23,3.86,False,False,False,False,False,False,3885.0
1.01,59.0,6.31,5.71,3.96,False,False,False,False,True,False,3886.0
1.01,61.0,6.28,6.38,3.97,False,False,False,False,True,False,2401.0
0.94,58.0,6.23,6.29,3.88,False,False,True,False,True,False,2401.0
1.05,59.0,6.51,6.44,4.03,False,True,True,False,True,False,3886.0
1.18,62.0,6.88,6.73,4.19,True,False,False,False,False,False,3886.0
1.01,62.0,6.54,6.49,3.88,False,False,False,False,False,False,3886.0
0.91,60.0,6.19,6.21,3.82,False,False,False,False,False,False,3887.0
0.7,58.0,5.65,5.7,3.49,False,False,False,False,False,False,3887.0
1.01,61.0,6.38,6.45,3.53,False,False,False,False,True,False,2401.0
1.01,58.0,6.37,6.4,4.01,False,False,False,True,False,False,3888.0
1.01,58.0,6.38,6.44,3.98,False,False,False,True,False,False,3888.0
1.01,58.0,6.32,6.35,4.05,False,False,False,False,True,False,3888.0
1.01,57.0,6.51,6.53,3.93,False,False,False,True,False,False,3888.0
1.01,54.0,6.36,6.51,3.99,False,False,False,True,False,False,3888.0
0.73,55.2,5.74,5.79,3.58,True,False,False,False,False,False,3888.0
0.74,55.0,5.79,5.82,3.61,True,False,True,False,False,False,3888.0
0.91,58.0,6.25,6.21,3.81,False,True,False,False,True,False,3889.0
1.0,61.0,6.32,6.27,4.01,False,False,True,False,False,False,3889.0
1.0,63.0,6.54,6.49,3.71,True,False,True,False,True,False,3889.0
1.12,59.0,6.69,6.66,4.1,False,True,False,False,True,False,3889.0
0.3,56.0,4.29,4.26,2.71,False,False,False,False,True,False,574.0
0.3,58.0,4.29,4.26,2.69,False,True,False,False,True,False,574.0
0.3,59.0,4.28,4.25,2.66,False,True,False,False,True,False,574.0
0.3,59.0,4.3,4.25,2.66,False,True,False,False,True,False,574.0
0.3,61.0,4.31,4.25,2.61,False,True,False,False,True,False,574.0
0.3,57.0,4.33,4.3,2.64,False,True,False,False,True,False,574.0
0.33,59.0,4.6,4.62,2.64,False,False,True,False,False,False,2401.0
0.25,58.0,4.1,4.14,2.43,False,False,False,False,False,False,575.0
0.25,57.0,4.1,4.12,2.44,False,False,False,False,False,False,575.0
0.25,58.0,4.05,4.07,2.51,False,False,False,False,False,False,575.0
0.25,58.0,4.02,4.05,2.46,False,False,False,False,False,False,575.0
0.25,59.0,4.09,4.12,2.48,False,False,False,False,False,False,575.0
0.25,57.0,3.99,4.01,2.53,False,False,False,False,False,False,575.0
0.27,61.0,4.27,4.3,2.51,False,False,True,False,False,False,575.0
0.25,59.0,4.07,4.14,2.47,False,False,True,False,False,False,575.0
0.25,59.0,4.01,4.03,2.52,False,False,True,False,False,False,575.0
0.27,58.0,4.1,4.14,2.55,False,False,True,False,False,False,2401.0
0.25,59.0,4.07,4.09,2.44,False,False,True,False,False,False,575.0
0.25,58.0,4.03,4.06,2.51,False,False,True,False,False,False,575.0
0.7,57.0,4.0,4.06,2.54,False,False,True,False,False,False,575.0
0.25,59.0,4.03,4.11,2.48,False,False,True,False,False,False,575.0
0.25,59.0,5.7,4.02,2.48,False,False,True,False,False,False,575.0
0.7,58.0,3.97,4.01,2.53,False,False,True,False,False,False,575.0
0.25,55.0,4.0,4.03,2.53,False,False,True,False,False,False,575.0
0.25,59.0,4.06,4.1,2.47,False,False,True,False,False,False,575.0
0.25,59.0,4.11,4.16,2.43,False,False,False,False,False,False,575.0
0.27,53.0,4.04,5.71,2.63,False,False,False,False,False,False,575.0
0.25,59.0,4.07,4.12,2.51,False,False,False,False,False,False,575.0
0.25,58.0,5.7,4.14,2.47,False,False,True,False,False,True,575.0
0.25,58.0,4.07,4.1,2.48,False,False,True,False,False,True,575.0
0.9,58.0,6.18,6.22,3.77,False,False,False,False,False,False,3890.0
1.09,61.0,6.54,6.58,4.06,False,False,False,False,True,False,3890.0
0.8,57.0,6.0,6.03,3.67,True,False,True,False,False,False,3890.0
0.9,60.0,6.02,6.04,3.88,False,False,False,False,False,False,3890.0
0.92,59.0,6.12,6.18,3.89,False,False,False,False,True,False,3891.0
0.91,60.0,6.11,6.06,3.86,False,False,False,False,True,False,3891.0
1.1,57.0,6.45,5.71,4.2,False,False,True,False,False,False,3891.0
1.02,58.0,6.41,6.38,3.53,False,True,False,False,True,False,3892.0
1.03,57.0,6.3,6.32,4.1,False,False,False,False,False,False,3892.0
1.03,61.0,6.67,6.71,3.84,False,False,False,True,False,False,3892.0
0.9,56.0,6.23,6.3,3.83,False,False,False,False,False,False,3893.0
0.9,60.0,6.13,6.18,3.77,False,False,False,False,False,False,3893.0
1.03,56.0,6.51,6.45,4.04,True,False,False,False,False,False,3893.0
0.91,57.0,5.99,6.03,3.97,False,False,False,False,False,False,3893.0
0.9,56.0,6.24,6.29,3.77,True,False,False,False,False,False,3894.0
1.18,58.0,6.62,6.75,4.18,False,False,True,False,False,False,3894.0
1.0,53.0,6.29,6.34,4.06,False,False,False,False,True,False,3894.0
0.9,59.0,6.19,5.71,3.9,False,False,True,False,False,False,3894.0
0.76,58.0,5.95,5.89,3.59,False,True,False,False,False,False,3894.0
0.98,60.0,6.31,6.36,3.87,False,False,True,False,True,False,3895.0
0.7,61.0,6.24,6.31,4.05,False,False,False,False,True,False,3895.0
1.01,61.0,6.33,6.38,3.91,False,False,False,False,True,False,3895.0
0.9,61.0,6.13,6.17,3.77,False,False,True,False,True,False,3895.0
0.92,58.0,6.28,6.27,3.82,False,True,False,True,False,False,3895.0
0.93,54.0,6.19,6.24,3.94,False,False,False,False,True,False,3896.0
0.72,56.0,5.79,5.86,3.55,True,False,False,False,False,False,3896.0
1.24,60.0,6.94,6.88,4.15,False,True,False,False,True,False,3896.0
1.04,59.0,6.6,6.56,3.99,False,True,False,False,True,False,3896.0
1.01,57.0,6.35,6.28,3.98,False,True,False,False,True,False,3897.0
1.01,58.0,6.56,6.55,3.82,False,True,False,False,True,False,3897.0
1.01,59.0,6.47,6.41,3.86,False,True,False,False,True,False,3897.0
1.01,60.0,6.37,6.29,4.02,False,False,False,False,True,False,3897.0
1.01,56.0,6.38,6.35,4.04,False,False,False,False,True,False,3897.0
1.01,59.0,6.46,6.39,4.03,False,True,False,False,False,False,2401.0
1.01,57.0,6.32,6.25,4.04,False,False,False,False,True,False,3897.0
0.78,60.0,5.86,5.92,3.62,False,False,True,False,False,False,3898.0
0.9,56.0,6.06,6.12,3.86,False,False,False,False,False,False,3898.0
0.9,55.0,6.17,6.21,3.86,False,False,False,False,False,False,3898.0
0.91,59.0,6.16,6.13,3.86,False,True,True,False,True,False,3898.0
1.05,60.0,6.66,6.58,3.98,False,True,False,False,True,False,3898.0
1.13,57.0,6.68,6.63,4.16,False,True,True,False,True,False,3898.0
0.91,56.0,5.7,6.25,3.81,True,False,True,False,True,False,3898.0
0.91,56.0,6.23,6.2,3.82,True,False,True,False,True,False,3898.0
1.05,59.0,6.41,6.37,4.07,False,False,False,False,True,False,3898.0
1.01,59.0,6.39,6.42,3.98,False,True,False,True,True,False,3899.0
1.18,66.0,6.96,6.91,3.98,False,False,False,False,True,False,3899.0
0.73,56.0,5.76,5.72,3.6,True,False,False,False,False,True,3900.0
1.11,58.0,6.57,6.62,4.09,False,False,False,False,False,False,3901.0
0.7,54.0,5.65,5.7,3.55,True,False,True,False,False,False,3901.0
1.06,59.0,6.51,6.47,4.06,False,True,False,False,True,False,3901.0
1.29,60.0,5.7,7.12,4.19,False,True,True,False,False,False,3901.0
0.9,58.0,6.1,6.16,3.84,False,False,True,False,True,False,2401.0
0.9,58.0,6.12,6.26,3.78,False,False,True,False,True,False,3902.0
1.04,58.0,6.59,6.52,3.93,False,True,False,False,False,False,3902.0
0.9,56.0,6.0,6.05,3.86,False,False,False,False,False,False,3902.0
0.72,58.0,5.75,5.79,3.53,False,False,True,False,False,True,3903.0
1.03,55.0,6.53,6.59,3.95,False,False,False,False,True,False,2401.0
0.7,59.0,6.64,6.59,3.83,False,False,False,False,True,False,3903.0
1.01,57.0,6.48,6.44,3.95,False,True,False,False,True,False,3903.0
0.82,57.0,6.01,5.98,3.71,True,False,True,False,False,False,3903.0
1.02,56.0,6.56,6.51,3.97,False,True,False,False,True,False,3904.0
1.01,58.0,6.37,6.4,3.97,False,False,False,False,True,False,3905.0
1.23,61.0,6.85,6.79,4.22,True,False,False,False,False,False,3905.0
1.0,57.0,6.32,6.36,4.04,False,False,False,False,True,False,3906.0
1.0,56.0,6.31,6.35,3.95,False,False,False,False,True,False,3906.0
1.0,59.0,6.39,6.44,3.97,False,False,False,False,True,False,3906.0
1.01,59.0,6.34,6.37,3.99,False,False,False,False,True,False,3906.0
0.91,57.0,6.2,6.23,3.86,True,False,False,True,False,False,3906.0
1.0,57.0,6.25,6.27,4.02,False,False,False,False,True,False,2401.0
0.71,57.0,5.88,5.96,3.43,False,False,True,False,False,True,3907.0
0.95,61.0,6.45,6.41,3.79,False,True,True,False,True,False,3907.0
0.9,55.0,6.2,6.22,3.82,True,False,False,True,False,False,3908.0
1.24,60.0,6.83,6.75,4.29,False,False,False,False,True,False,3908.0
0.9,57.0,6.2,6.24,3.78,False,False,False,False,True,False,3909.0
0.71,57.0,5.7,5.78,3.54,True,False,False,False,False,False,3909.0
1.02,59.0,5.7,6.33,4.07,False,False,False,False,True,False,3909.0
1.02,62.0,6.62,6.6,3.8,False,False,False,False,True,False,3909.0
0.9,58.0,6.25,6.29,3.7,False,False,False,False,False,False,3910.0
0.91,58.0,6.26,6.31,3.82,False,False,False,False,True,False,3910.0
0.92,60.0,6.26,6.19,3.86,False,True,False,False,False,False,3910.0
0.77,58.0,5.94,6.01,3.61,False,False,True,False,False,False,3911.0
0.91,60.0,6.19,6.24,3.82,False,True,True,False,False,False,3911.0
0.91,59.0,6.12,6.15,3.89,False,False,False,False,True,False,3911.0
0.97,62.0,6.56,6.48,3.79,False,True,False,False,False,False,3911.0
1.02,57.0,6.43,6.4,4.02,True,False,False,True,True,False,3913.0
0.73,56.0,5.76,5.79,3.56,True,False,False,False,False,True,2401.0
0.8,55.0,5.98,6.0,3.67,True,False,False,False,False,False,3913.0
0.81,55.0,5.98,6.01,3.71,True,False,True,False,False,False,3913.0
1.18,59.0,6.78,5.71,4.23,False,True,False,False,False,False,3913.0
1.39,57.0,7.1,7.15,4.46,False,False,False,True,False,False,3914.0
1.04,58.0,6.52,6.45,3.99,False,True,True,False,True,False,3914.0
1.02,56.0,6.4,6.45,3.99,True,False,False,False,False,False,3915.0
0.66,57.0,5.59,5.63,3.44,True,False,False,False,False,False,3915.0
0.94,55.0,6.29,6.34,3.86,True,False,True,False,True,False,3915.0
0.7,60.0,6.36,6.32,3.99,False,True,False,False,False,False,3915.0
0.92,59.0,6.32,6.29,3.76,False,True,False,False,False,False,3916.0
1.01,57.0,6.51,6.55,3.78,False,False,True,False,True,False,3916.0
1.11,58.0,6.57,6.48,4.15,False,False,False,False,False,False,3916.0
0.92,55.0,6.14,6.09,3.91,False,False,False,False,True,False,3916.0
0.92,60.0,6.34,6.31,3.76,False,True,False,False,True,False,3916.0
0.77,60.0,5.89,5.92,3.58,False,False,False,False,False,False,3917.0
0.9,60.0,6.27,6.2,3.76,False,True,True,False,False,False,3917.0
1.1,58.0,6.48,6.45,4.12,False,False,False,False,True,False,3918.0
0.9,62.0,6.02,6.06,3.8,False,False,False,False,False,False,3918.0
0.7,58.0,6.08,6.17,3.89,False,False,False,False,True,False,3918.0
0.95,56.0,6.33,6.37,3.89,True,False,False,True,True,False,3918.0
1.1,56.0,6.68,6.56,4.12,False,True,False,False,True,False,3918.0
